n;d;t;c
1500;9.962773984573126e-06;1524518;21160
1500;3.250397951393147e-05;1524959;21157
1500;3.94369085644497e-05;1562961;21175
1500;4.218445058268294e-05;1525880;21170
1500;8.058419323031529e-05;2015653;21160
1500;4.920343741887656e-06;1570695;21187
1500;6.316220148994134e-05;1714640;21173
1500;9.417087130869639e-06;2018935;21166
1500;0;1648771;21157
1500;4.622650877750267e-06;1558813;21187
1500;1.1607607557584387e-05;2114955;21175
1500;1.7887039811537164e-06;1528726;21170
1500;1.8207317000584755e-05;1530710;21187
1500;1.1260546868729904e-05;1568410;21163
1500;3.6657969242404054e-05;1530619;21166
1500;1.9396045016772945e-06;1837345;21175
