n;d;t;c
1000;0.0002183871468084258;1175133;10734
1000;0.0008204180279196804;1629256;11272
1000;0.00013161801894907472;1162950;10726
1000;0.0010687471026718997;1244593;11010
1000;0.0012568446726029666;1237019;11439
1000;0.0004908162442388273;1175915;10852
1000;0.00025544580578484274;1094732;9962
1000;0.00019040767497173342;1123837;9649
1000;0.0005304822733132577;1196753;10796
1000;0.0004179159462420241;1166156;10506
1000;0.0001530534851836947;1173379;10849
1000;0.0004000028247450943;1188338;10545
1000;0.00012535118829680564;1628718;10460
1000;0.0009456068566161676;1229255;11341
1000;0.0005309198769218288;1432035;10421
1000;0.0009036347422932455;1240906;11443
1000;0.00035972046878543127;1225628;11215
1000;0.0005578576990599442;1215319;11122
1000;0.00029805772333747304;1189791;10577
1000;0.0005344050844103532;1197675;10978
1000;0.000610795616569128;1183419;10812
1000;0.0007337064677645689;1181365;10769
1000;0.0011185884163097534;1307722;11147
1000;0.00016218588976735105;1463950;10580
1000;0.0003000431962716946;1177106;10776
1000;0.00024230455313246582;1138926;10331
1000;0.0004403113805615986;1192847;10683
1000;0.0003803855261342848;1174271;10762
1000;0.0007015807416159895;1145217;10508
1000;0.0007766494552801377;1191334;11013
1000;0.0001559542154519228;1212073;10527
1000;0.0005953454195418568;1169713;10600
1000;0.00030960274495543964;1178249;10947
1000;0.00017765810084891835;1067461;9644
1000;0.0006025970782314884;1527673;10434
1000;0.0006933149847261278;1219181;11159
1000;0.0001421330021977025;1175123;10821
1000;0.00040544436938004026;1237019;11402
1000;0.00036038335767491555;1230146;10834
1000;0.0004249340410044173;1260142;10373
1000;0.0003499209426293533;1064876;9613
1000;6.553058960623304e-05;1202274;10854
1000;0.00043165764436517033;1147261;10170
1000;0.0006535387353226057;1128586;10265
1000;0.0007060690360245727;1277986;11516
1000;0.001041188275020751;1789118;11751
1000;0.0007401190059370197;1546299;10856
1000;0.0010790567406347477;1423158;11802
1000;0.0003121220098770964;1309655;10654
1000;0.0007104516427565294;1186304;10769
1000;0.0001850068539269479;1172708;10120
1000;0.0006585426741160723;1217072;11083
1000;0.00030841927534302316;1170775;10549
1000;0.0003578848708915043;1274670;11383
1000;0.0004875159816536605;1172899;10312
1000;0.0002886791262063674;1547672;10823
1000;0.0003787187255014065;1188197;10831
1000;0.000819226906499679;1153723;10586
1000;6.28841283127842e-05;1121442;10179
1000;0.0002018546799376787;1123576;10150
1000;0.00037217758291645665;1154665;10508
1000;0.0004513009790199996;1171366;10734
1000;0.000362344363154836;1228312;10696
1000;0.00035322617723754094;1130750;10402
1000;0.00044316899939058214;1234655;11178
1000;0.0007879610726212683;1363401;12168
1000;0.0001612555682613823;1532218;10489
1000;0.0006085424950350574;1191203;10579
1000;0.0008342158616896496;1178820;10862
1000;0.000534788378436243;1232811;11035
1000;0.0003803162437490192;1249412;10913
1000;0.0005469330328107361;1193347;10944
1000;0.0006787701674672815;1211782;10941
1000;0.0011262744132022307;1197275;11056
1000;0.0004972747765661687;1191474;10607
1000;0.0008870002455083258;1265858;11348
1000;0.0004526002759171393;1185412;10740
1000;0.0007548413896825723;1616340;11306
